OBJECTID,GLOBAL_ID,AIRPORT_ID,DESIGNATOR,LENGTH,WIDTH,DIM_UOM,COMP_CODE
7957,0E01F634-E3DE-495D-A59E-8D8BEB38EB6B,683FBFF8-2CDE-422C-9254-F6438E53C571,03/21,3200,300,FT,GRASS
7976,9C5A0294-CFBF-4928-A619-A0FA9E1F5414,66BE56CC-9AC9-4906-87EA-D23959322974,03/21,3700,300,FT,GRASS
8149,E954B6D3-3FA0-4E2A-8D52-14EB888F6CF7,6E6BA781-D65E-41B5-B1E8-7A45514F48D6,03/21,2000,300,FT,GRASS
8181,66BABA7A-99BF-4045-A95C-EE0912528867,FF348718-40B4-468E-AB8C-D55DD9FD5469,03/21,1920,300,FT,GRASS
8275,9FFD9359-9B71-4273-AA28-BE2505815C05,9B7A4DC6-67CE-46DB-9012-FAFF64636582,03/21,1800,300,FT,GRASS
8282,0C4408CF-9042-4659-9FA8-86F0959D97B6,1841239B-5D55-4E3B-A9D9-9202613A94CD,03/21,1182,300,FT,GRASS
8288,516F93E2-9B81-4C3D-B051-463E01B6B2FE,1C13EA9D-7ABC-4011-B7A5-54F23BAC7288,03/21,1060,300,FT,GRASS
8293,001C0281-775C-405E-AD71-CCF42ED7AE57,90A85B76-E63F-4323-821C-90A0126EB981,03/21,2400,300,FT,GRASS
8315,851A66AF-FEBF-4874-BE5B-FFAF15D8D3E6,5426B353-77B5-4956-88F7-CBEF7FEDFB54,03/21,1650,300,FT,GRASS
8449,8F1896BE-E11B-4280-846D-141EB6A9737A,2795F8ED-55D5-4F8F-9FE2-1683FC6E88D4,03/21,2298,180,FT,GRASS
8563,6992E2EE-DB15-47FD-9881-26FBAB43325B,C63F33C3-1F0E-485A-9FF7-09A33819F991,03/21,1200,300,FT,GRASS
8578,36330A93-301C-45DA-A5D0-C8B632D1C8FD,3233659E-392B-41F6-93FA-70411DB91694,03/21,1933,100,FT,GRASS
8599,53256CDD-8E9F-4D57-A10E-C32D80F3CCA1,145BF722-3A60-49FF-B707-91AEC4B9F721,03/21,3400,60,FT,GRASS
8647,AFC60046-8CBE-4E63-A928-120CBADEBC5E,EAA6EAD2-AFCC-416C-AC04-E3A00814F504,03/21,2140,60,FT,GRASS
8701,F6DA8D57-8CB8-406B-A02C-5F08243CB7E8,95BCB8BD-EE93-46C7-BC1C-F887354DE46E,03/21,2010,100,FT,GRASS
8812,B4A90D0E-C897-4E94-A744-3C8A0307888D,932597C7-CC81-4CE0-8C6A-ADDCC6B5F78B,03/21,2800,100,FT,GRASS
8862,2D5A827D-FFD4-4C98-9B3B-040107303452,19A437A0-DCDA-4758-842F-45A2081EB225,03/21,1665,300,FT,GRASS
8903,7CAD977A-A56A-4510-B427-2398DCD26D10,06ECFC2D-D1B4-40E8-877D-71ABCFE97A9F,03/21,2100,300,FT,GRASS
8925,3DF30FD1-944B-44A0-9756-4D94F411EF8F,74576B86-12C8-430A-ADD8-5A1067411489,03/21,2245,200,FT,GRASS
8968,E44A3490-0291-4E1F-A3BC-4DE8EEA801DF,8234C1CE-B8E4-4573-BDA0-5C6DF5A6E991,03/21,1500,300,FT,GRASS
9039,1CBE7CDA-B2D4-4A3D-846A-D9856144717D,BB63769C-4F31-49FD-8188-54357AA94CE4,03/21,2850,100,FT,GRASS
9092,05B44929-6358-40AC-8359-53A2D5379C38,1260D93C-3833-4F34-A2D1-67D74BAB5B51,03/21,2500,300,FT,GRASS
9112,74346F48-8E35-4404-9FD2-1602CDEA5D5D,3048EC57-8E1C-4C79-8600-B475A11DDFBE,03/21,2300,300,FT,GRASS
9256,913E7772-B8CE-48B7-8F83-399C4248918E,417F5B3C-C7C9-4A70-BC48-0E96F84A4228,03/21,2361,165,FT,GRASS
9352,83A7FCC4-C6D7-499F-8E11-5F31ABA71524,39297670-3941-4220-9FED-9ED953C84A9B,03/21,2980,250,FT,GRASS
9362,2D565AAD-5EB6-4078-8C62-B6D9509D13EB,C2F2A07D-0F23-4378-BEB5-6A8692EE01DC,03/21,2300,75,FT,GRASS
9572,C3B4F127-DF3B-4396-9AAD-F1258763C833,2794761A-9AF5-4AD6-992B-4383C408EC81,03/21,2640,300,FT,GRASS
9665,84034AC5-5F0E-4BA1-B697-B6B7F30EA230,2351A67B-8F2C-4461-9EB4-8AB1FCDB88D4,03/21,3260,300,FT,GRASS
9738,045FDEC5-9469-46D7-B0FA-53D387053D15,9CA12A1E-A081-4114-8A97-8B2F69C7915C,03/21,1805,60,FT,GRASS
9870,5D461F12-3BDB-454C-8226-66A1D7F52EC6,C79595E2-DA08-4975-A2B0-AFDBD3811830,03/21,3000,300,FT,GRASS
9882,08D7B728-78FD-4429-A4F9-3C8A4D419E5C,A36FE3FA-9835-43A9-8988-7E6E921FAC57,03/21,3175,300,FT,GRASS
9898,AED6DD02-04FA-421C-8AEC-3EBEEC3D46A9,3A9B4F5A-356C-4BEB-965A-8113F35FD6C8,03/21,2600,300,FT,GRASS
10072,C159139A-77FB-4DCF-AD06-BE9F967E21EA,E95871D6-B68F-40E0-A43D-C73AF74FA118,03/21,5800,125,FT,GRASS
10198,B3B5B011-E57D-403C-975F-8A3432E3524E,7780EEA1-AA87-4DE3-B3A3-C31A9B63D4F6,03/21,4100,300,FT,GRASS
10214,C95267B9-7F10-4366-B02B-2FA515231696,A610479B-3017-4BC7-BB15-D3B458F1BBA9,03/21,5614,300,FT,GRASS
10255,0B9A0BA0-A6C0-40E4-8ED5-B3EF913021DA,D111AD64-7CE6-47E6-88AA-7674C01C1325,03/21,2280,195,FT,GRASS
10441,7F647E62-E47B-4751-AF94-FD20B9FFFA1C,0715FCE7-0091-4ABD-9177-75972388D841,03/21,2300,300,FT,GRASS
10456,7F7D2E57-6842-40FC-99C2-615154D54B60,629ECE12-C2F7-4399-972C-44380FC26008,03/21,3000,300,FT,GRASS
10457,4EE1670E-ED22-49B3-89E5-296DEABE6559,941EAFD1-2B77-4C97-9E18-A10BDED60797,03/21,3200,300,FT,GRASS
10464,39DCFBDA-0822-49F7-AB6B-AF6FDF26CF99,9842ADAE-5379-44AC-A644-C494605C83E8,03/21,2500,300,FT,GRASS
10477,E3A338A2-4B30-42EB-B3BF-AF801ADBA8D0,78670983-9893-4E32-A6DE-D1EF070B3C74,03/21,2800,300,FT,GRASS
10495,FA905432-A635-4BE7-AAD8-DFAFA13D717D,D5280012-9400-4E42-BCFA-74455FC4613D,03/21,3200,300,FT,GRASS
10501,11FB1458-5342-4AD0-BC26-35F34EB8FFB4,39A342B4-DBEA-464B-B2E0-DDA2A433AEAD,03/21,1950,300,FT,GRASS
10515,09A944DD-A1AA-4689-8EB8-3A7B2361D85B,D06F3DFC-2375-4772-9828-A898ABA81143,03/21,750,300,FT,GRASS
10521,D928A5DF-6088-4B1F-92BB-63BD09ED3255,97C190F1-2A25-4CBC-8F17-CEB57514C138,03/21,1400,300,FT,GRASS
10589,98CD2C2C-8E9A-4AA0-9074-FC456D95127D,6DA9CAB2-4936-4029-A39F-FCF9CA94816C,03/21,2186,300,FT,GRASS
10672,050CAABC-C52A-4292-9D59-4395C56FC0D5,7F7E14B2-5C67-40D3-833D-2A8ADA6E0C49,03/21,1700,300,FT,GRASS
10679,03611ED7-3D9A-4BE1-AC3A-39205C713A55,1C27D1F4-3667-4874-B81C-FADE185ECD8B,03/21,4000,300,FT,GRASS
10683,D41F3624-A826-4333-A732-54F34947D9CE,299A4F9F-B31A-4035-8F57-32A17D8D5464,03/21,2200,300,FT,GRASS
10710,98DF8C02-5CCF-42B5-AC9B-789CD47B7EF1,9E03C716-CC25-4392-A61F-C3FB3A77E492,03/21,2000,300,FT,GRASS
10735,0E364D4A-9316-4B75-B099-18A31B4DD1DB,02F544EB-7133-418D-B100-7860583F3470,03/21,2000,300,FT,GRASS
10766,2BA54767-1376-4A53-B0FC-4944E0C5D279,4E1371CF-1738-45F8-AD2A-33568FC906C8,03/21,1800,300,FT,GRASS
10779,E936BEE4-CD8D-4DF5-AE81-8B4AE26B0783,533E65C5-EE68-4361-83CF-4A0BA4FDA9E6,03/21,1800,300,FT,GRASS
10796,CB1993F6-F6DB-4E33-AB9A-A209A83286BB,D6E7E1C8-FD5B-4678-A828-813BE2CB78D1,03/21,2115,170,FT,GRASS
10877,49C5C7DF-2766-40C0-87C0-7DF0589E3D5E,7E18C0AE-898B-471C-86BA-719DBE7AB788,03/21,3400,300,FT,GRASS
10917,38831511-01FF-48F2-80C9-48D654F74CFA,32C1B33E-F604-47F3-AF0A-4861DA683C27,03/21,1500,300,FT,GRASS
10950,1253E07B-701D-48E6-984A-D17318150BF2,3C716D6E-D187-4047-97B6-4675A6AB8D11,03/21,2680,100,FT,GRASS
10979,5A6D7FD9-59DB-46B1-9BC7-76DB04B43212,8F9F58C5-14EC-4D07-B1F8-E506E0EDE808,03/21,2618,120,FT,GRASS
11061,7BF446AF-55D6-4636-9535-040ABAE68895,44D47234-9E3D-4DCC-B260-8C3CF68B8854,03/21,3200,120,FT,GRASS
11064,1DFAA78D-2CDF-4765-BA6D-5E02EB28870F,1AD2A290-327D-48DB-A32D-58024E3351BC,03/21,3080,150,FT,GRASS
11130,1777DD35-9F4A-4155-B276-F6FED0165254,D934E536-EB14-49E9-91B6-5D41C1A82BD6,03/21,1320,100,FT,GRASS
11184,B3FAF25A-57A0-4BCF-AA8B-5E129008626F,B8CC9417-70B1-4493-BB93-3A2F2518BD37,03/21,3254,150,FT,GRASS
11256,77813509-F089-45A5-93D8-07C9B0C25AC9,E1535F41-1E6E-4210-AE07-A97D173AF14D,03/21,2513,150,FT,GRASS
11329,1A65FBB9-F680-4918-9929-4709F8E00249,4509678C-3D94-41DD-946F-B63E907A9BAE,03/21,2900,300,FT,GRASS
11385,DC375BC9-B2F2-424C-89D1-11E6A6A6820F,FE6D05D3-D44C-45E1-8665-D59D6C30999B,03/21,2150,125,FT,GRASS
11389,0D093443-A90E-4932-B8DD-47CCEAAB34FF,5B9CF132-20DD-42F8-901F-C56F8E8D56FC,03/21,2756,280,FT,GRASS
11446,57AAD51D-E717-4909-83DF-B20116487641,DFE514A3-26FC-47A8-B703-4F27EBA1A8D0,03/21,4705,75,FT,GRASS
11757,BEEB334D-3EDA-422F-BBEA-C45CEF851000,B8E3D478-7E7D-43FB-9310-1A6578DF56F3,03/21,1800,300,FT,GRASS
12062,3B136457-6F97-48ED-A8A1-659E2ED12A34,7516247F-E961-46ED-9F3A-75589F85AC33,03/21,2200,300,FT,GRASS
12320,652AE9C8-1A6D-451A-B179-365146A28D28,7FD46F0B-E2FB-4A2E-8210-B48011071B28,03/21,2400,87,FT,GRASS
12396,8ABF6583-55A8-494B-B322-8F58AB404E07,D6D559FB-7519-44A0-BA61-01EA611B69D5,03/21,2400,300,FT,GRASS
12440,AAB8453C-7A1A-4CE5-AE86-AC0E9733288B,CF4371D8-5E19-4D82-9F61-F4391BA0E5FD,03/21,2275,75,FT,GRASS
12530,8E8D7679-0781-4C25-AB66-CA412C4FE9F7,53F632A2-B71C-4FC5-9544-ABC2306977EC,03/21,2100,300,FT,GRASS
12584,406E368D-01B9-445D-96F6-89FEF24E4F98,4AAD0E91-20D4-4D7A-9986-4F78DB291759,03/21,2130,175,FT,GRASS
12621,41B1F1DF-E3F1-459C-A557-9DCC135BD81A,8390A273-0360-41EC-9BFE-A39A96F9A567,03/21,1360,300,FT,GRASS
12663,FD3E28EF-A6EE-4214-A98A-CF1BF988CF59,DECD82B2-C5CA-4D7B-8E1A-F02F614703EA,03/21,1735,300,FT,GRASS
12709,660BF95C-3915-4F3B-92D7-A5FB0810DD48,5FD41442-4657-43E9-8889-C2E5B2EA10C4,03/21,2350,300,FT,GRASS
12746,B4CDBDF4-DEDE-406E-9559-7E6B3E8F4B90,FD67C881-50C7-42E5-A539-A950FE1DC11F,03/21,2600,300,FT,GRASS
12778,83A0254C-7D92-4AFB-AAC6-0C1C4F5EB0A9,308CDAC2-564E-42DB-94EF-E2DD6C5AF6F2,03/21,2600,300,FT,GRASS
12847,FD0EAC69-E8D2-4690-A913-2C320B3E94A8,A34C4DDA-FA33-4625-A65E-960F75D2BF65,03/21,2400,300,FT,GRASS
12901,1585CFB7-2564-4D15-9060-DFA41C0F25B2,A297C571-2583-4BE7-8C5F-FFE8CF19600C,03/21,1500,300,FT,GRASS
13003,5EFF0B4C-383D-4D32-8DA1-F72BBF812A71,A6AA4095-5E5F-49A6-91FE-D46F3304AEC2,03/21,1375,300,FT,GRASS
13152,B61092C1-5571-4CE5-BEE1-A497DFB04BFC,6F180477-99D3-4C7A-B7CD-A1068B4B7DF8,03/21,1400,300,FT,GRASS
13192,C33A4CA8-AB68-4769-8DEE-F7F887595032,2DF2C81A-6961-4780-91DA-DB65D42AC552,03/21,1800,80,FT,GRASS
13344,47F67A83-FF27-4B58-A38B-83B67440F7AE,61C8D328-1CA4-4B63-ABB2-FC163F9170ED,03/21,1890,125,FT,GRASS
13412,AC1D8E50-903C-4B63-8D0B-B1154232FE81,60FFF651-7BA4-42EC-A9D7-DFB3C67C0966,03/21,1600,300,FT,GRASS
13422,2AE589D7-ADA3-41C6-9BB3-826AFDF0A0F7,732BCEA9-43FC-4FC2-862C-781261AA56AE,03/21,1400,300,FT,GRASS
13531,DCC0F193-F324-4467-81E6-EF155CE9DF43,BF39EAFD-70B6-4A4B-8B5D-EFF9BCB5A31F,03/21,2215,75,FT,GRASS
13594,4952A87D-EF28-4F6D-B864-FEDF7CE95013,240900DC-8579-440E-BA8D-5145B5F859F6,03/21,3000,300,FT,GRASS
13798,94EE9EF2-DA77-465F-B855-ECBA05F2A973,A8D49A1D-1B60-4816-9E20-CD3F783451C6,03/21,1600,300,FT,GRASS
14004,38FA24DD-6795-4DB4-B5F0-D653ADA94E4F,8D6C2BDE-FA4F-4C00-8FA0-39DC97076EF2,03/21,2100,300,FT,GRASS
14069,C51A14AF-BD00-4932-A25F-09C03346DCAE,13ABF6F4-7798-4F29-AE5E-612728C669A2,03/21,1400,300,FT,GRASS
14099,22C7D8EB-0B3E-4F7D-B59B-028AA3A1277A,C5CB92F5-9E72-4CB9-8822-42879806EE58,03/21,2400,300,FT,GRASS
14117,80201E5E-C35A-482D-B714-1AEABCB1038E,F38AA754-2442-4748-98B8-34116A5EEE54,03/21,2250,300,FT,GRASS
14408,21C7FE1D-4BD1-4591-AC11-535F2DF20B7F,FE6372BB-672B-4F9E-9006-DC4242401C6C,03/21,2200,300,FT,GRASS
14457,6093B23B-2D97-4F5D-AF09-532181ABD65D,773C3F93-4E28-4E4A-AE6A-295447E46C24,03/21,2500,300,FT,GRASS
14584,DAADEE2E-1919-499A-9CE8-95279D998B81,6DCFB615-CAD3-4270-B0D5-7EEACFA465EE,03/21,1200,300,FT,GRASS
14686,320B4FFA-B8C8-44BE-9AEC-47B7BAF07DCF,A618997A-3E73-4458-9B87-C0299A0C9450,03/21,3100,300,FT,GRASS
14717,EB1D2D55-F982-42D3-92B2-9514F48EBB86,1E378E45-F62D-4A61-BF2E-EC8127CEDAC8,03/21,500,300,FT,GRASS
14949,32D5B040-AD74-429B-881A-76C5D1B35931,CEF2AE0E-0257-4CB6-8E2F-0C5B9B6DDF2E,03/21,2800,300,FT,GRASS
15133,E9E6647B-D00D-4B8A-B5D7-A10935352E3E,0A4B2E93-19F1-4994-AEE2-B5DBAF59CEB9,03/21,4000,300,FT,GRASS
15136,F46CD9C8-BC5F-47F9-8AEA-7A81D8CF3D07,3E08976C-D13B-4C2C-BBA2-256C6962E99E,03/21,2600,300,FT,GRASS
15181,B4F256AF-EAE3-45A2-8929-96E6B57D1D43,8F74FC5C-11AF-4E8B-A097-0173529E2EEB,03/21,1800,300,FT,GRASS
15184,4E71AF82-3313-45FC-89BC-5D0784260693,CC5C8835-D24F-4F5E-BED7-F4260961B964,03/21,7000,300,FT,GRASS
15211,9376EC5A-F40A-45C9-A741-79D2A1D5EB9F,11D1EA5F-E635-43F9-A0E5-A1B2270040CE,03/21,1258,100,FT,GRASS
15287,B692C84D-8AEA-4F61-AAD6-AC2C3CE8E743,A241C78A-2BB3-45FB-B938-67C9E60DF397,03/21,1500,300,FT,GRASS
15357,24BD2B30-EE3C-438E-BDCD-FAB49331AA1B,1FDEEFC0-A013-46E1-8E1B-1E1998B4DB10,03/21,2380,200,FT,GRASS
15421,924BA10C-26FB-491E-A8A7-FDB07ABF1947,D7F19CF9-5A06-44C0-B5DD-5200B2604CD7,03/21,2751,150,FT,GRASS
15484,91718E4A-01A1-4FB7-8CA0-A0F0B4A4CFEC,C7A856EC-50C5-4668-B98C-0F7D084A18A9,03/21,1000,300,FT,GRASS
15519,3DA47A60-6583-47D6-A7CF-7139955FC072,9A19820F-BE12-482F-AB03-C30A0732DBD5,03/21,3058,300,FT,GRASS
15565,3853FADB-A95F-490F-8A85-85C6A102000C,E93769AC-B15C-4018-8BE8-B28797C66D1B,03/21,2600,300,FT,GRASS
15567,D9A4A16C-C597-40E9-9C8A-FECA70CD9531,54D68369-7265-45ED-8816-FCEB7F6EE83D,03/21,3000,300,FT,GRASS
15575,529803BF-9C15-4A63-9821-C83D5451F5EC,B297927C-0C22-4D2B-9E47-7F0A5E695C36,03/21,1800,300,FT,GRASS
15660,BBC32085-E268-4BB7-85CA-F9576A45BD5D,F0B561CE-EE15-480B-8DF3-B68E74A35E4C,03/21,3200,300,FT,GRASS
15897,A4A33E3C-CEE8-454B-8C08-876CD2B24104,41F63E5D-7B51-419B-8543-1A30B822597C,03/21,1420,75,FT,GRASS
15906,1C8B9752-97D1-40C3-9802-4C5511E95CA6,B3E336AC-7D82-4E88-854B-AFE358CD998D,03/21,2200,300,FT,GRASS
15964,D4CDBE14-EF66-414E-8670-B6B32B7F7121,B2792509-C1FA-43D1-9394-0DCE25858EC3,03/21,3000,300,FT,GRASS
16264,E5442F44-54A5-447F-A336-9BEBE6730E30,FC1A599C-ADF4-4068-BFE6-C12A727FDF63,03/21,2200,300,FT,GRASS
16531,5896CC8E-FD14-4E45-8430-EEF34243C6F7,40491BD8-AE18-4D54-82B5-2F6435B727A1,03/21,2700,300,FT,GRASS
16697,F2945B77-9EB2-48AB-AE04-62E136A31C60,3E5099C2-4902-4649-8485-7FC3AEBD0C9C,03/21,1150,300,FT,GRASS
16723,FEF3C8B0-B54B-4802-B9C8-48450F4648F6,B571C898-9951-4B36-A712-758FD3211303,03/21,2000,300,FT,GRASS
16873,B8F76F8E-9A86-40E3-B787-CE93CCE4C7F4,96DA9EEE-55DC-427C-903C-66C4A80A9469,03/21,2400,300,FT,GRASS
17162,201C22AC-D3A5-4FD6-B4B4-7A8CC0B3844B,67E4502A-01A1-4482-83EF-79881EA90A95,03/21,2000,150,FT,GRASS
17261,1B8B1F2A-18F9-4D20-A2BF-811929785AC7,4D2E8EA7-4AD2-43BB-A570-60A3D646F633,03/21,2350,300,FT,GRASS
17515,1E1E3560-C9CB-4199-A4F3-9169D1504116,2D477A9E-709F-4D3F-8B30-16619FF6C6B1,03/21,1800,300,FT,GRASS
17542,D70EF265-06D1-47E6-B9FA-C3B13FC9DAAA,1B311EE5-16C2-4909-913E-49DAEC0A93C9,03/21,1700,300,FT,GRASS
17573,8852C3C5-BDC5-4265-94E2-3E6EA49F1A00,63A3EE82-DACD-4860-9EB0-8D63EA60B794,03/21,3100,50,FT,GRASS
17579,95EE5B08-2447-4151-93ED-80C331C9C076,B787EB74-CB0B-4DFF-A351-DCE3F83D38B3,03/21,4500,300,FT,GRASS
17634,4DCCF2B6-0327-43EF-BE22-07B90C3112DF,B9D00C05-F6FC-47A2-B878-EABBA9EAA176,03/21,1600,300,FT,GRASS
17690,129DCDE6-9A27-4990-B2BA-31A6DBC1D41E,8029F6C8-108E-4804-AC5C-97A04702E6B8,03/21,2600,300,FT,GRASS
17848,637D5007-7D19-498B-992E-95AA9D05B352,01F57C7C-DFD3-4364-9D4D-B340168A98D9,03/21,2840,300,FT,GRASS
17853,2069875A-6708-4EF7-A5CA-1BDBF2595173,5E2BF228-5875-49FB-9D6B-1EAAC05A6C12,03/21,4200,300,FT,GRASS
18008,0ADBF700-494D-4260-9DBB-1234C0A7A525,0F96A357-D943-4E95-A67F-56B46411C282,03/21,1500,300,FT,GRASS
18029,8D0EDF77-0392-478C-8C4B-9E2716088FB7,5BD6BD2D-2F16-4414-9DA8-C5EBD5C2DAA0,03/21,1400,300,FT,GRASS
18058,F42F33A1-0B1D-41C2-B86B-1A1B5198F417,21AC78B8-6DD5-4AD4-85B5-F11644B9EE37,03/21,1550,300,FT,GRASS
18067,D0A29D37-DAA9-4B8F-8274-2A6336EFF1E9,A2B5A7E1-E23D-47FC-8117-543C5786D7C2,03/21,1900,300,FT,GRASS
18079,16B5516D-2A4B-4FCD-8BD7-AA08264C958D,07588552-92FF-45E4-9B21-AAE4ACE2551C,03/21,2500,300,FT,GRASS
18090,64CCCA82-A2CC-4ED3-BA7F-8763AB0D57F1,056A5320-BEFC-46C5-9C5D-A0FE9A11A0CE,03/21,3000,150,FT,GRASS
18091,2EDA9225-76A8-4A88-9E50-6A2527164EE2,B5FD43C9-994F-4F3A-9D39-0BC2A3834EFF,03/21,1500,300,FT,GRASS
18127,6B591D0F-FF37-4876-8944-DED88593585A,CCF6AA69-FD7D-4DCD-955C-1D2942906573,03/21,2800,300,FT,GRASS
18178,D218CF8D-D52D-43D5-B0BF-2D7D50F482A0,244539DD-4898-40C2-8517-6911D7CB9FCD,03/21,2000,300,FT,GRASS
18250,7E9ED076-DB1C-4B8C-AACE-9436D9B37A7F,BAAA3C76-F45C-4BDE-A407-2C5AC890934F,03/21,2400,300,FT,GRASS
18256,C1F0AC7E-FDE9-4AAD-9996-C55C676D13FB,69852940-20D9-4184-BD49-5EE511FE7384,03/21,2900,300,FT,GRASS
18278,6E5C9416-2D80-421C-A32C-F2930354118B,E9B0DED2-7E07-4D8E-98E3-9B21C196F290,03/21,3000,300,FT,GRASS
18297,51C45F25-D123-42F8-B3A9-31B5E1020D78,08366EAF-ACF2-48A8-B3FC-4AFB57D2D231,03/21,2000,300,FT,GRASS
18309,C9C305E1-2D49-4D74-B46D-E83F6D3928A7,9C12AC1D-1F78-46ED-B3DB-F59DFC2F0E87,03/21,2350,300,FT,GRASS
18389,7BDD4CD5-D074-4539-BF97-04A7EC7CD86A,6B7AF5B3-C8EB-46E9-9187-A91999A6C197,03/21,1700,300,FT,GRASS
18429,E0B66CAD-DE06-4A12-B132-D6344529D484,000CF8AE-5998-4298-848D-1A7B34768D1A,03/21,3100,300,FT,GRASS
18746,C96D4A33-4BA5-4D16-9AE6-F251DDDDE113,5FD65E7F-B235-4AE3-A181-26E80F09BADE,03/21,1600,300,FT,GRASS
18841,725B129F-FC37-413D-BA7C-B94170ED147B,3906E28B-D5E7-472A-AD59-74977C0F11C2,03/21,2400,300,FT,GRASS
18842,1B55376B-DAE7-42EC-96DB-56421D24A0F1,6E86CF75-DE25-4F5D-BE3A-DF9E811E198E,03/21,1550,300,FT,GRASS
18870,AC77F039-E5F4-4686-BA71-15073DD0080B,9032A1A8-D637-44BF-B26C-5E75014EEB94,03/21,1700,300,FT,GRASS
18923,851059C3-F195-4F7F-A4D0-7A5659274759,8ECF2953-89A9-4DDB-8E59-AEF01E4B6958,03/21,2000,300,FT,GRASS
19056,5CE7F7C3-2E67-46F9-BF1B-583B39C8B56B,74FC2F16-77D4-4A43-B502-1F5FAB572243,03/21,1480,100,FT,GRASS
19120,D17AA600-8972-41D2-9D47-6369B56B0213,801CA519-ED66-42A5-AA7A-1B864FDD3907,03/21,2780,300,FT,GRASS
19207,D9418278-6792-4487-AA75-4C94CAE52912,F80BC743-F8DC-4804-ABCF-24C6732C000E,03/21,2600,300,FT,GRASS
19223,F6AB16C7-2C3C-4390-A67B-A95EB23831E2,7722A18A-021D-4EF5-8D2E-F7C8FADD15E8,03/21,1370,300,FT,GRASS
19252,837CCB0D-4ABD-4CF5-9EE5-1D737F955F91,6CEE5CBF-99D9-449D-A5C3-2AB87ABDEF1E,03/21,1050,300,FT,GRASS
19269,83D8BD4F-25E4-470D-B613-97F3CB7A8EC6,26F22B67-C936-4E61-9E4B-E1C6A65FAF4C,03/21,2200,300,FT,GRASS
19342,BC9FC3DB-BB18-4776-B9C6-B8B7DF017091,CCA93A33-64B8-4789-833B-D5E134F3BB99,03/21,1800,300,FT,GRASS
19420,0410D389-C7DC-47B4-97E2-E132E8405712,61C869D9-4B3F-481C-9AA4-B06485BD8B57,03/21,2600,300,FT,GRASS
19437,70FDB2DA-9032-4948-8016-5D3C99625D2D,DF609FFF-D26E-4CAC-B250-FC46BFAA26F7,03/21,1600,300,FT,GRASS
19456,A4889B01-1092-49D9-9F50-666A85834E9D,43520E38-04D2-44A2-8113-15B935DA7384,03/21,2190,90,FT,GRASS
19501,6F3CB00A-96A5-4F46-AA7D-19C8EDF01ED7,010CB5B8-C86D-40DC-876B-318949A52794,03/21,1000,300,FT,GRASS
19518,3ABD46AD-7CD1-4C9D-8EAA-429BAF11BE6C,F9FC2BC9-58AC-447A-9F23-148D7E9A0F66,03/21,2600,300,FT,GRASS
19539,2F2F62B5-1E92-4C07-B9A4-BB421EF7EB57,603545C6-4EAC-4C65-A0F9-5CFCD440B374,03/21,1610,300,FT,GRASS
19571,50055498-BD49-4101-B42D-ED5A63905A46,BAF4DC18-AD36-4ED0-B5B7-40EEC38EF67B,03/21,1550,300,FT,GRASS
19587,54996D8D-5897-4C3C-AA01-A4FA27B5D9F7,BC7ABEAF-5C26-428C-8F48-9B4C0ABDC023,03/21,3400,120,FT,GRASS
19707,78A37A12-1FF1-4ACB-B1B4-2ACA3E30DE50,4C393785-E279-4112-9ADB-93C66F1082E9,03/21,3665,300,FT,GRASS
19788,8A41FB2B-E6EE-4E45-AD55-AB103BAB8C64,7FD2DF9F-7255-41AB-91F9-AD7BFA0570BD,03/21,1540,300,FT,GRASS
20014,89BA08CA-B9CF-4BF4-B464-E068F6E78FBC,3CF520CF-A838-439E-9F28-66C4F163C7CD,03/21,2525,50,FT,GRASS
20022,8A03335B-E418-48E4-80CF-5668CBA02BCA,019D9124-CDA5-4FB1-94E4-C66BCBCBEBE3,03/21,1500,300,FT,GRASS
20135,4F3776E8-E529-4D3A-9C6D-AEA5A27EC726,FCD3A4D4-980D-4A43-93D7-4FBD9F792C63,03/21,1100,300,FT,GRASS
20568,24E338B8-C0C0-4608-A036-0AFC5FA0BE79,6673806F-4A71-45C7-8062-B588C6C9741C,03/21,1200,100,FT,GRASS
20629,3ED44BAD-268D-4478-9A44-6CF2A3DA7015,664AE477-0371-4FA1-93F6-75DEB16AA2FA,03/21,2350,300,FT,GRASS
20752,A816BCB3-9092-4BF4-BF24-4890B49A51CF,EF585EC1-100A-4E91-81AF-A41E9AC41396,03/21,3800,300,FT,GRASS
20861,37BD535A-B652-42EC-9415-0949A48B7238,1DFDAC76-5211-4981-BE67-D4D4310EEDEB,03/21,2415,60,FT,GRASS
20876,8E85461B-F915-4EBD-AA07-EFA07DF48A96,B15257EF-5303-44D7-8B0B-A56AA5F464EF,03/21,2500,300,FT,GRASS
21286,FBD68AAF-6F29-41AC-BD94-B43833AB891D,F6F2EE0A-9752-4F8B-BC27-3B2EEB39B1BE,03/21,1200,300,FT,GRASS
21375,CAC85EFE-75E8-49E4-8324-EF2D76D60E46,2B3665C3-E949-4715-82D1-E5A6BD6F22A1,03/21,1000,300,FT,GRASS
21467,53DC1548-D5A2-41EF-BA2F-3D9463195636,E3688A7E-868A-43D6-8441-428C32C151FC,03/21,1500,300,FT,GRASS
21476,0C24F671-7DD7-4341-B059-837F943EBDDB,E4612F0D-4CC4-423B-B752-00DD55A7579B,03/21,1800,300,FT,GRASS
